legis_names,clean_votes,law_unique,same_day
Abdelaziz Kotti,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Soulef Ksantini,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Khemais Ksila,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Ferida Laabidi,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Meherzia Laabidi,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Heger Laaroussi,excuse,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Salem Labiadh,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Mohamed Lakhdhar Lajili,excuse,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Zied Lakhdhar,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Ali Laraiedh,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Ameur Laraiedh,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Lajmi Lourimi,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Maher Madhioub,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Zouhair Maghzaoui,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Mohamed Mahjoub,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Rim Mahjoub,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Wafa Makhlouf,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Issam Matoussi,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Ahmed Mechergui,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Taieb Medni,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Abdellatif Mekki,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Sana Mersni,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Lamia Mlayah,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Ikram Moulahi,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Abdelfattah Mourou,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Noureddine Mrabti,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Fatma Mseddi,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Lotfi Nabli,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Brahim Nacef,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Hassouna Nasfi,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Hela Omrane,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Hayet Omri,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Taoufik Ouali,excuse,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Abdelouahab Ouerfelli,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Leila Oueslati,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Leila Ouled Ali,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Imed Ouled Jebril,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Mohamed Rachdi Bouguerra,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Mongi Rahoui,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Zouhair Rejbi,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Najla Saadaoui,excuse,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Mohamed Saidane,excuse,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Ahmed Saidi,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Sana Salhi,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Ahmed Seddik,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Moncef Sellami,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Mohamed Sidhom,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Houda Slim,contre,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Mohamed Mohsen Soudani,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Amal Souid,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Olfa Soukri,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Hedi Soula,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Karima  Taggaz,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Nawel Tayech,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Faycel Tebini,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Houda Tekaya,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Rim Thairi,excuse,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Mohamed Nejib Torjmane,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Sofien Toubel,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Radhia Toumi,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Mohamed Troudi,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Dorra Yaacoubi,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Hssine Yahyaoui,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Lilia Younes Ksibi,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Leila Zahaf,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Nadia Zangar,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Souad Zaouali,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Ridha Zghondi,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Yamina Zoghlami,pour,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Hafedh Zouari,absent,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
Mohamed Zrig,excuse,Projet de loi organique NŒÁ38/2017 relatif íæ l'instance de la bonne gouvernance et de la lutte contre la corruption Amendement du gouvernement relatif íæ l'article 8 2017-07-19,A
