her_name,list_name,list_pos,bloc_name,bloc_start,bloc_end,bloc2_name,bloc2_start,bloc2_end,education,education_year,pol_history,session
Mohamed Fadhel Ben Omrane,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplôme d'études supérieures en droit de commerce international de la faculté des sciences juridiques et sociales de Tunis II (1991),1991,Chef de service de l'audit des comptes des établissements publics au sein du ministère des finances (1990 - 1995) Directeur chargé de mission au sein du cabinet du ministre du développement économique (1996 - 2001) Enseignant contractuel à l'Institut Supérieur de Comptabilité chargé de la matière relative à l'impôt pour les candidats à l'obtention de diplôme d'expertise comptable (1997 - 2004) Enseignant contractuel à la faculté des sciences juridiques et sociales de Tunis II pour les étudiants de troisième cycle en matière de droit fiscal comparé euro-maghreb (1997 - 2004) Enseignant à l'Institut Supérieur de la Profession d'Avocat Avocat spécialisé en droit des affaires et en droit fiscal et financier depuis 2004,Quatrième session parlementaire 
Mohamed Fadhel Ben Omrane,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Doctorat en sciences juridiques de l'Université de Paris IX (1996),1996,Chef de service de l'audit des comptes des établissements publics au sein du ministère des finances (1990 - 1995) Directeur chargé de mission au sein du cabinet du ministre du développement économique (1996 - 2001) Enseignant contractuel à l'Institut Supérieur de Comptabilité chargé de la matière relative à l'impôt pour les candidats à l'obtention de diplôme d'expertise comptable (1997 - 2004) Enseignant contractuel à la faculté des sciences juridiques et sociales de Tunis II pour les étudiants de troisième cycle en matière de droit fiscal comparé euro-maghreb (1997 - 2004) Enseignant à l'Institut Supérieur de la Profession d'Avocat Avocat spécialisé en droit des affaires et en droit fiscal et financier depuis 2004,Quatrième session parlementaire 
Mohamed Fadhel Ben Omrane,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en Droit privé de l'Université de Paris I (2002),2002,Chef de service de l'audit des comptes des établissements publics au sein du ministère des finances (1990 - 1995) Directeur chargé de mission au sein du cabinet du ministre du développement économique (1996 - 2001) Enseignant contractuel à l'Institut Supérieur de Comptabilité chargé de la matière relative à l'impôt pour les candidats à l'obtention de diplôme d'expertise comptable (1997 - 2004) Enseignant contractuel à la faculté des sciences juridiques et sociales de Tunis II pour les étudiants de troisième cycle en matière de droit fiscal comparé euro-maghreb (1997 - 2004) Enseignant à l'Institut Supérieur de la Profession d'Avocat Avocat spécialisé en droit des affaires et en droit fiscal et financier depuis 2004,Quatrième session parlementaire 
Mohamed Fadhel Ben Omrane,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Master en création d'entreprises et gestion de renouvellement de l'Ecole Nationale d'Ingénieurs de Tunis (2004),2004,Chef de service de l'audit des comptes des établissements publics au sein du ministère des finances (1990 - 1995) Directeur chargé de mission au sein du cabinet du ministre du développement économique (1996 - 2001) Enseignant contractuel à l'Institut Supérieur de Comptabilité chargé de la matière relative à l'impôt pour les candidats à l'obtention de diplôme d'expertise comptable (1997 - 2004) Enseignant contractuel à la faculté des sciences juridiques et sociales de Tunis II pour les étudiants de troisième cycle en matière de droit fiscal comparé euro-maghreb (1997 - 2004) Enseignant à l'Institut Supérieur de la Profession d'Avocat Avocat spécialisé en droit des affaires et en droit fiscal et financier depuis 2004,Quatrième session parlementaire 
Ibrahim Ben Said,Congrès Pour la République,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,,NA,     ,Quatrième session parlementaire 
Ibrahim Ben Said,Congrès Pour la République,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,,NA,     ,Quatrième session parlementaire 
Ali Ben Salem,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Président de la section de Bizerte de la Ligue Tunisienne de Défense des Droits de l'Homme,NA,,Quatrième session parlementaire 
Ali Ben Salem,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Président de l'amicale nationale des anciens combattants,NA,,Quatrième session parlementaire 
Ali Ben Salem,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Membre de l'Association Tunisienne des Combattants pour l'Indépendance,NA,,Quatrième session parlementaire 
Ali Ben Salem,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Membre de l'Organisation Amnesty International en Tunisie,NA,,Quatrième session parlementaire 
Ali Ben Salem,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Trésorier de l'organisation tunisienne de lutte contre la torture,NA,,Quatrième session parlementaire 
Mohamed Ben Salem,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme d'ingénieur en agriculture de l'Ecole Supérieure des Ingénieurs de l'Equipement Rural de Medjez El Bab (1979),1979,"Enseignant à l'Ecole Supérieure d'Ingénieurs de Mograne, Zaghouan (1984) Enseignant à l'Ecole Supérieure d'Ingénieurs de Mograne, Zaghouan (1984)",Quatrième session parlementaire 
Mohamed Ben Salem,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme d'ingénieur hydraulique de l'Ecole Supérieure des Ingénieurs de Strasbourg en France (1984),1984,"Enseignant à l'Ecole Supérieure d'Ingénieurs de Mograne, Zaghouan (1984) Enseignant à l'Ecole Supérieure d'Ingénieurs de Mograne, Zaghouan (1984)",Quatrième session parlementaire 
Ali Bennour,Afek Tounes,Tête de liste,Afek Tounes et l'appel des tunisiens à l'étranger,2014-12-20,NA,NA,NA,NA,Baccalauréat au lycée secondaire Fattouma Bourguiba de Monastir,NA,Chercheur à l'institut national des recherches scientifiques en Belgique Consultant auprès des Nations Unies et était en charge de missions dans certains pays du moyen orient Plusieurs expériences dans la gestion des entreprises ainsi que leur création dans les secteurs du textile et de l'agriculture,Quatrième session parlementaire 
Ali Bennour,Afek Tounes,Tête de liste,Afek Tounes et l'appel des tunisiens à l'étranger,2014-12-20,NA,NA,NA,NA,Licence en sciences politiques et relations internationales - Belgique,NA,Chercheur à l'institut national des recherches scientifiques en Belgique Consultant auprès des Nations Unies et était en charge de missions dans certains pays du moyen orient Plusieurs expériences dans la gestion des entreprises ainsi que leur création dans les secteurs du textile et de l'agriculture,Quatrième session parlementaire 
Ali Bennour,Afek Tounes,Tête de liste,Afek Tounes et l'appel des tunisiens à l'étranger,2014-12-20,NA,NA,NA,NA,Master en droit international - Belgique,NA,Chercheur à l'institut national des recherches scientifiques en Belgique Consultant auprès des Nations Unies et était en charge de missions dans certains pays du moyen orient Plusieurs expériences dans la gestion des entreprises ainsi que leur création dans les secteurs du textile et de l'agriculture,Quatrième session parlementaire 
Slim Besbes,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée Khaznadar Bardo (1982),1982,Maitre de conférence à l'Institut Supérieur des études juridiques de Gabès (2006 - 2011) Directeur de l'Institut Supérieur des études juridiques de Gabès (2011),Quatrième session parlementaire 
Slim Besbes,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Maîtrise en administration économique et sociale de l'université de Toulouse 1 Capitole (1988),1,Maitre de conférence à l'Institut Supérieur des études juridiques de Gabès (2006 - 2011) Directeur de l'Institut Supérieur des études juridiques de Gabès (2011),Quatrième session parlementaire 
Slim Besbes,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme d’études supérieures en sciences sociales e l'université de Toulouse 1 Capitole (1989),1,Maitre de conférence à l'Institut Supérieur des études juridiques de Gabès (2006 - 2011) Directeur de l'Institut Supérieur des études juridiques de Gabès (2011),Quatrième session parlementaire 
Slim Besbes,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme d’études supérieures spécialisées en droit fiscal de la faculté des sciences sociales de Toulouse (1990),1990,Maitre de conférence à l'Institut Supérieur des études juridiques de Gabès (2006 - 2011) Directeur de l'Institut Supérieur des études juridiques de Gabès (2011),Quatrième session parlementaire 
Slim Besbes,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme d’études approfondies en droit des affaires de la faculté des sciences sociales de Toulouse (1990),1990,Maitre de conférence à l'Institut Supérieur des études juridiques de Gabès (2006 - 2011) Directeur de l'Institut Supérieur des études juridiques de Gabès (2011),Quatrième session parlementaire 
Slim Besbes,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Doctorat d’État en droit public de la Faculté de Droit et des Sciences politiques de Tunis (2005),2005,Maitre de conférence à l'Institut Supérieur des études juridiques de Gabès (2006 - 2011) Directeur de l'Institut Supérieur des études juridiques de Gabès (2011),Quatrième session parlementaire 
Slim Besbes,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Agrégation en droit public obtenue au concours national tunisien pour l’accès au grade de maître de conférence (2006),2006,Maitre de conférence à l'Institut Supérieur des études juridiques de Gabès (2006 - 2011) Directeur de l'Institut Supérieur des études juridiques de Gabès (2011),Quatrième session parlementaire 
Noureddine Bhiri,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Licence en droit privé de la Faculté de Droit et des Sciences Politiques et Economiques de Tunis,NA,Exerce sa fonction d'avocat à la cour de cassation,Quatrième session parlementaire 
Sameh Bouhaouel,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,,NA, ,Quatrième session parlementaire 
Sameh Bouhaouel,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Doctorat en droit public,NA, ,Quatrième session parlementaire 
Sameh Bouhaouel,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Doctorat en droit public,NA, ,Quatrième session parlementaire 
Meriem Boujbel,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Baccalauréat en mathématiques au lycée de jeunes filles de Nabeul (1997),1997,Responsable Audit Interne chez SERGAZ - ENI Groupe (Janvier 2005 - Juin 2010) Risk & International Control Manager chez Siemens Tunisie (Juillet 2010 - Septembre 2014) Elle a démissionné de son ancien poste depuis son élection aux législatives 2014 pour se dédier complètement à son mandat de Députée,Quatrième session parlementaire 
Meriem Boujbel,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Baccalauréat en Administration des Affaires avec une option en Finances de HEC Montréal (2003),2003,Responsable Audit Interne chez SERGAZ - ENI Groupe (Janvier 2005 - Juin 2010) Risk & International Control Manager chez Siemens Tunisie (Juillet 2010 - Septembre 2014) Elle a démissionné de son ancien poste depuis son élection aux législatives 2014 pour se dédier complètement à son mandat de Députée,Quatrième session parlementaire 
Houssem Bounenni,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en comptabilité,NA,,Quatrième session parlementaire 
Heger Bouzemmi,Mouvement Ennahdha,4ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en sciences expérimentales au lycée secondaire Borj Louzir Ariana (2007),2007,"Travail d’été au sein du bureau de services informatiques et traitement de texte SITT à l'Ariana (2008 - 2012) Conception site web pour l'Organisation des Scouts Tunisiens, section de l'Ariana (2012) Assistance administrative auprès de l'Association Kafel El Yatim à l'Ariana (2013)",Quatrième session parlementaire 
Heger Bouzemmi,Mouvement Ennahdha,4ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Licence fondamentale en informatique et multimédia de l’Institut Supérieur des Arts Multimédias de la Manouba (2010),2010,"Travail d’été au sein du bureau de services informatiques et traitement de texte SITT à l'Ariana (2008 - 2012) Conception site web pour l'Organisation des Scouts Tunisiens, section de l'Ariana (2012) Assistance administrative auprès de l'Association Kafel El Yatim à l'Ariana (2013)",Quatrième session parlementaire 
Heger Bouzemmi,Mouvement Ennahdha,4ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Master professionnel en ingénierie des médias de l’Institut Supérieur des Arts Multimédias de la Manouba (2014),2014,"Travail d’été au sein du bureau de services informatiques et traitement de texte SITT à l'Ariana (2008 - 2012) Conception site web pour l'Organisation des Scouts Tunisiens, section de l'Ariana (2012) Assistance administrative auprès de l'Association Kafel El Yatim à l'Ariana (2013)",Quatrième session parlementaire 
Monia Brahim,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée Taher Sfar de Sousse (1985),1985,,Quatrième session parlementaire 
Monia Brahim,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Licence fondamentale en psychologie à la Faculté des Lettres et Sciences Humaines 9 avril de Tunis,9,,Quatrième session parlementaire 
Monia Brahim,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Première année master en psychologie du travail et la gestion des ressources humaines à la Faculté des Lettres et Sciences Humaines de Tunis (2014 - 2015),2014,,Quatrième session parlementaire 
Zeineb Brahmi,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en mathématiques au lycée secondaire 14 Janvier Ksar - Gafsa (2003),14,Avocate stagiaire (2011) Avocate auprès de la cour d'appel (2014),Quatrième session parlementaire 
Zeineb Brahmi,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Maitrise en Droit de la Faculté de Droit et des Sciences Politiques, Manar II (2009)",2009,Avocate stagiaire (2011) Avocate auprès de la cour d'appel (2014),Quatrième session parlementaire 
Zeineb Brahmi,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Certificat d'aptitude à la profession d'avocat de l'Institut Supérieur de la Profession d'Avocat (2011),2011,Avocate stagiaire (2011) Avocate auprès de la cour d'appel (2014),Quatrième session parlementaire 
